0.00.213.552 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.213.781 W srv  llama_server: -----------------
0.00.213.783 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.213.783 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.213.783 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.213.783 W srv  llama_server: -----------------
0.00.214.997 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.434.727 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
0.12.068.746 I cmn          init: llama threadpool init, n_threads = 16
0.56.077.042 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.56.149.796 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.56.149.836 I srv  llama_server: model loaded
0.56.149.840 I srv  llama_server: listening on http://0.0.0.0:8080
0.56.149.840 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.56.149.841 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.49.885.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
38.10.690.096 I slot print_timing: id  0 | task 139 | n_gen =   1578, tg =   3.76 t/s, tg_3s =   3.40 t/s
38.13.944.057 I slot print_timing: id  0 | task 139 | n_gen =   1589, tg =   3.76 t/s, tg_3s =   3.38 t/s
38.17.002.280 I slot print_timing: id  0 | task 139 | n_gen =   1601, tg =   3.76 t/s, tg_3s =   3.92 t/s
38.20.224.964 I slot print_timing: id  0 | task 139 | n_gen =   1611, tg =   3.76 t/s, tg_3s =   3.10 t/s
38.23.410.177 I slot print_timing: id  0 | task 139 | n_gen =   1627, tg =   3.77 t/s, tg_3s =   5.02 t/s
38.26.689.558 I slot print_timing: id  0 | task 139 | n_gen =   1638, tg =   3.76 t/s, tg_3s =   3.35 t/s
38.29.723.884 I slot print_timing: id  0 | task 139 | n_gen =   1652, tg =   3.77 t/s, tg_3s =   4.61 t/s
38.33.040.771 I slot print_timing: id  0 | task 139 | n_gen =   1666, tg =   3.77 t/s, tg_3s =   4.22 t/s
38.36.243.124 I slot print_timing: id  0 | task 139 | n_gen =   1676, tg =   3.77 t/s, tg_3s =   3.12 t/s
38.39.370.423 I slot print_timing: id  0 | task 139 | n_gen =   1688, tg =   3.77 t/s, tg_3s =   3.84 t/s
38.42.407.069 I slot print_timing: id  0 | task 139 | n_gen =   1698, tg =   3.77 t/s, tg_3s =   3.29 t/s
38.45.465.766 I slot print_timing: id  0 | task 139 | n_gen =   1709, tg =   3.76 t/s, tg_3s =   3.60 t/s
38.48.531.902 I slot print_timing: id  0 | task 139 | n_gen =   1719, tg =   3.76 t/s, tg_3s =   3.26 t/s
38.51.649.282 I slot print_timing: id  0 | task 139 | n_gen =   1730, tg =   3.76 t/s, tg_3s =   3.53 t/s
38.54.778.308 I slot print_timing: id  0 | task 139 | n_gen =   1740, tg =   3.76 t/s, tg_3s =   3.20 t/s
38.58.036.141 I slot print_timing: id  0 | task 139 | n_gen =   1752, tg =   3.75 t/s, tg_3s =   3.68 t/s
39.01.053.822 I slot print_timing: id  0 | task 139 | n_gen =   1765, tg =   3.76 t/s, tg_3s =   4.31 t/s
39.04.336.015 I slot print_timing: id  0 | task 139 | n_gen =   1785, tg =   3.77 t/s, tg_3s =   6.09 t/s
39.07.513.578 I slot print_timing: id  0 | task 139 | n_gen =   1801, tg =   3.78 t/s, tg_3s =   5.04 t/s
39.10.606.567 I slot print_timing: id  0 | task 139 | n_gen =   1817, tg =   3.79 t/s, tg_3s =   5.17 t/s
39.13.889.839 I slot print_timing: id  0 | task 139 | n_gen =   1829, tg =   3.79 t/s, tg_3s =   3.65 t/s
39.17.143.786 I slot print_timing: id  0 | task 139 | n_gen =   1842, tg =   3.79 t/s, tg_3s =   4.00 t/s
39.20.195.451 I slot print_timing: id  0 | task 139 | n_gen =   1856, tg =   3.80 t/s, tg_3s =   4.59 t/s
39.23.244.818 I slot print_timing: id  0 | task 139 | n_gen =   1867, tg =   3.80 t/s, tg_3s =   3.61 t/s
39.26.321.660 I slot print_timing: id  0 | task 139 | n_gen =   1879, tg =   3.80 t/s, tg_3s =   3.90 t/s
39.29.535.873 I slot print_timing: id  0 | task 139 | n_gen =   1891, tg =   3.80 t/s, tg_3s =   3.73 t/s
39.32.871.179 I slot print_timing: id  0 | task 139 | n_gen =   1904, tg =   3.80 t/s, tg_3s =   3.90 t/s
39.36.008.109 I slot print_timing: id  0 | task 139 | n_gen =   1915, tg =   3.80 t/s, tg_3s =   3.51 t/s
39.39.289.286 I slot print_timing: id  0 | task 139 | n_gen =   1927, tg =   3.79 t/s, tg_3s =   3.66 t/s
39.42.424.071 I slot print_timing: id  0 | task 139 | n_gen =   1942, tg =   3.80 t/s, tg_3s =   4.79 t/s
39.45.426.297 I slot print_timing: id  0 | task 139 | n_gen =   1958, tg =   3.81 t/s, tg_3s =   5.33 t/s
39.48.500.095 I slot print_timing: id  0 | task 139 | n_gen =   1970, tg =   3.81 t/s, tg_3s =   3.90 t/s
39.51.612.202 I slot print_timing: id  0 | task 139 | n_gen =   1984, tg =   3.81 t/s, tg_3s =   4.50 t/s
39.54.867.169 I slot print_timing: id  0 | task 139 | n_gen =   2000, tg =   3.82 t/s, tg_3s =   4.92 t/s
39.57.905.292 I slot print_timing: id  0 | task 139 | n_gen =   2014, tg =   3.83 t/s, tg_3s =   4.61 t/s
40.00.973.441 I slot print_timing: id  0 | task 139 | n_gen =   2026, tg =   3.83 t/s, tg_3s =   3.91 t/s
40.04.039.619 I slot print_timing: id  0 | task 139 | n_gen =   2038, tg =   3.83 t/s, tg_3s =   3.91 t/s
40.07.140.477 I slot print_timing: id  0 | task 139 | n_gen =   2052, tg =   3.83 t/s, tg_3s =   4.51 t/s
40.10.470.970 I slot print_timing: id  0 | task 139 | n_gen =   2076, tg =   3.85 t/s, tg_3s =   7.21 t/s
40.13.712.405 I slot print_timing: id  0 | task 139 | n_gen =   2095, tg =   3.86 t/s, tg_3s =   5.86 t/s
40.16.756.097 I slot print_timing: id  0 | task 139 | n_gen =   2108, tg =   3.87 t/s, tg_3s =   4.27 t/s
40.19.844.346 I slot print_timing: id  0 | task 139 | n_gen =   2122, tg =   3.87 t/s, tg_3s =   4.53 t/s
40.23.141.668 I slot print_timing: id  0 | task 139 | n_gen =   2139, tg =   3.88 t/s, tg_3s =   5.16 t/s
40.26.198.699 I slot print_timing: id  0 | task 139 | n_gen =   2151, tg =   3.88 t/s, tg_3s =   3.93 t/s
40.29.393.950 I slot print_timing: id  0 | task 139 | n_gen =   2162, tg =   3.87 t/s, tg_3s =   3.44 t/s
40.32.463.233 I slot print_timing: id  0 | task 139 | n_gen =   2174, tg =   3.88 t/s, tg_3s =   3.91 t/s
40.35.708.949 I slot print_timing: id  0 | task 139 | n_gen =   2187, tg =   3.88 t/s, tg_3s =   4.01 t/s
40.38.978.062 I slot print_timing: id  0 | task 139 | n_gen =   2198, tg =   3.87 t/s, tg_3s =   3.36 t/s
40.42.019.605 I slot print_timing: id  0 | task 139 | n_gen =   2208, tg =   3.87 t/s, tg_3s =   3.29 t/s
40.45.048.310 I slot print_timing: id  0 | task 139 | n_gen =   2218, tg =   3.87 t/s, tg_3s =   3.30 t/s
40.48.260.402 I slot print_timing: id  0 | task 139 | n_gen =   2231, tg =   3.87 t/s, tg_3s =   4.05 t/s
40.51.369.932 I slot print_timing: id  0 | task 139 | n_gen =   2244, tg =   3.87 t/s, tg_3s =   4.18 t/s
40.54.420.264 I slot print_timing: id  0 | task 139 | n_gen =   2275, tg =   3.90 t/s, tg_3s =  10.16 t/s
40.57.456.187 I slot print_timing: id  0 | task 139 | n_gen =   2300, tg =   3.92 t/s, tg_3s =   8.23 t/s
41.00.782.741 I slot print_timing: id  0 | task 139 | n_gen =   2319, tg =   3.93 t/s, tg_3s =   5.71 t/s
41.03.981.561 I slot print_timing: id  0 | task 139 | n_gen =   2329, tg =   3.93 t/s, tg_3s =   3.13 t/s
41.07.127.139 I slot print_timing: id  0 | task 139 | n_gen =   2339, tg =   3.93 t/s, tg_3s =   3.18 t/s
41.10.299.330 I slot print_timing: id  0 | task 139 | n_gen =   2351, tg =   3.93 t/s, tg_3s =   3.78 t/s
41.13.576.659 I slot print_timing: id  0 | task 139 | n_gen =   2363, tg =   3.92 t/s, tg_3s =   3.66 t/s
41.16.617.589 I slot print_timing: id  0 | task 139 | n_gen =   2378, tg =   3.93 t/s, tg_3s =   4.93 t/s
41.19.692.797 I slot print_timing: id  0 | task 139 | n_gen =   2392, tg =   3.93 t/s, tg_3s =   4.55 t/s
41.22.856.773 I slot print_timing: id  0 | task 139 | n_gen =   2408, tg =   3.94 t/s, tg_3s =   5.06 t/s
41.26.028.967 I slot print_timing: id  0 | task 139 | n_gen =   2419, tg =   3.94 t/s, tg_3s =   3.47 t/s
41.29.179.481 I slot print_timing: id  0 | task 139 | n_gen =   2433, tg =   3.94 t/s, tg_3s =   4.44 t/s
41.32.389.702 I slot print_timing: id  0 | task 139 | n_gen =   2445, tg =   3.94 t/s, tg_3s =   3.74 t/s
41.35.408.409 I slot print_timing: id  0 | task 139 | n_gen =   2456, tg =   3.94 t/s, tg_3s =   3.64 t/s
41.38.743.846 I slot print_timing: id  0 | task 139 | n_gen =   2469, tg =   3.94 t/s, tg_3s =   3.90 t/s
41.41.827.246 I slot print_timing: id  0 | task 139 | n_gen =   2479, tg =   3.93 t/s, tg_3s =   3.24 t/s
41.44.894.599 I slot print_timing: id  0 | task 139 | n_gen =   2494, tg =   3.94 t/s, tg_3s =   4.89 t/s
41.48.208.119 I slot print_timing: id  0 | task 139 | n_gen =   2508, tg =   3.94 t/s, tg_3s =   4.23 t/s
41.51.230.451 I slot print_timing: id  0 | task 139 | n_gen =   2519, tg =   3.94 t/s, tg_3s =   3.64 t/s
41.54.248.405 I slot print_timing: id  0 | task 139 | n_gen =   2528, tg =   3.93 t/s, tg_3s =   2.98 t/s
41.57.282.411 I slot print_timing: id  0 | task 139 | n_gen =   2542, tg =   3.94 t/s, tg_3s =   4.61 t/s
42.00.521.142 I slot print_timing: id  0 | task 139 | n_gen =   2552, tg =   3.93 t/s, tg_3s =   3.09 t/s
42.03.637.976 I slot print_timing: id  0 | task 139 | n_gen =   2562, tg =   3.93 t/s, tg_3s =   3.21 t/s
42.06.671.402 I slot print_timing: id  0 | task 139 | n_gen =   2572, tg =   3.93 t/s, tg_3s =   3.30 t/s
42.09.753.933 I slot print_timing: id  0 | task 139 | n_gen =   2588, tg =   3.93 t/s, tg_3s =   5.19 t/s
42.13.025.814 I slot print_timing: id  0 | task 139 | n_gen =   2601, tg =   3.93 t/s, tg_3s =   3.97 t/s
42.16.146.258 I slot print_timing: id  0 | task 139 | n_gen =   2617, tg =   3.94 t/s, tg_3s =   5.13 t/s
42.19.335.926 I slot print_timing: id  0 | task 139 | n_gen =   2631, tg =   3.94 t/s, tg_3s =   4.39 t/s
42.22.649.855 I slot print_timing: id  0 | task 139 | n_gen =   2643, tg =   3.94 t/s, tg_3s =   3.62 t/s
42.25.824.375 I slot print_timing: id  0 | task 139 | n_gen =   2654, tg =   3.94 t/s, tg_3s =   3.47 t/s
42.28.965.084 I slot print_timing: id  0 | task 139 | n_gen =   2667, tg =   3.94 t/s, tg_3s =   4.14 t/s
42.32.205.672 I slot print_timing: id  0 | task 139 | n_gen =   2681, tg =   3.94 t/s, tg_3s =   4.32 t/s
42.35.444.178 I slot print_timing: id  0 | task 139 | n_gen =   2692, tg =   3.94 t/s, tg_3s =   3.40 t/s
42.38.766.520 I slot print_timing: id  0 | task 139 | n_gen =   2708, tg =   3.94 t/s, tg_3s =   4.82 t/s
42.42.081.942 I slot print_timing: id  0 | task 139 | n_gen =   2720, tg =   3.94 t/s, tg_3s =   3.62 t/s
42.45.389.331 I slot print_timing: id  0 | task 139 | n_gen =   2734, tg =   3.94 t/s, tg_3s =   4.23 t/s
42.48.685.036 I slot print_timing: id  0 | task 139 | n_gen =   2750, tg =   3.94 t/s, tg_3s =   4.85 t/s
42.51.855.492 I slot print_timing: id  0 | task 139 | n_gen =   2765, tg =   3.95 t/s, tg_3s =   4.73 t/s
42.54.967.822 I slot print_timing: id  0 | task 139 | n_gen =   2783, tg =   3.96 t/s, tg_3s =   5.78 t/s
42.58.050.839 I slot print_timing: id  0 | task 139 | n_gen =   2798, tg =   3.96 t/s, tg_3s =   4.87 t/s
43.01.191.138 I slot print_timing: id  0 | task 139 | n_gen =   2815, tg =   3.97 t/s, tg_3s =   5.41 t/s
43.04.313.412 I slot print_timing: id  0 | task 139 | n_gen =   2832, tg =   3.97 t/s, tg_3s =   5.44 t/s
43.07.430.819 I slot print_timing: id  0 | task 139 | n_gen =   2849, tg =   3.98 t/s, tg_3s =   5.45 t/s
43.10.699.147 I slot print_timing: id  0 | task 139 | n_gen =   2868, tg =   3.99 t/s, tg_3s =   5.81 t/s
43.13.748.573 I slot print_timing: id  0 | task 139 | n_gen =   2884, tg =   3.99 t/s, tg_3s =   5.25 t/s
43.16.770.660 I slot print_timing: id  0 | task 139 | n_gen =   2904, tg =   4.00 t/s, tg_3s =   6.62 t/s
43.19.859.376 I slot print_timing: id  0 | task 139 | n_gen =   2926, tg =   4.02 t/s, tg_3s =   7.12 t/s
43.23.049.782 I slot print_timing: id  0 | task 139 | n_gen =   2946, tg =   4.03 t/s, tg_3s =   6.27 t/s
43.26.102.554 I slot print_timing: id  0 | task 139 | n_gen =   2967, tg =   4.04 t/s, tg_3s =   6.88 t/s
43.29.159.012 I slot print_timing: id  0 | task 139 | n_gen =   2989, tg =   4.05 t/s, tg_3s =   7.20 t/s
43.32.454.128 I slot print_timing: id  0 | task 139 | n_gen =   3011, tg =   4.06 t/s, tg_3s =   6.68 t/s
43.35.501.941 I slot print_timing: id  0 | task 139 | n_gen =   3030, tg =   4.07 t/s, tg_3s =   6.23 t/s
43.38.574.423 I slot print_timing: id  0 | task 139 | n_gen =   3050, tg =   4.08 t/s, tg_3s =   6.51 t/s
43.41.669.733 I slot print_timing: id  0 | task 139 | n_gen =   3067, tg =   4.09 t/s, tg_3s =   5.49 t/s
43.44.957.429 I slot print_timing: id  0 | task 139 | n_gen =   3079, tg =   4.09 t/s, tg_3s =   3.65 t/s
43.48.163.170 I slot print_timing: id  0 | task 139 | n_gen =   3097, tg =   4.09 t/s, tg_3s =   5.61 t/s
43.51.334.546 I slot print_timing: id  0 | task 139 | n_gen =   3113, tg =   4.10 t/s, tg_3s =   5.05 t/s
43.54.398.156 I slot print_timing: id  0 | task 139 | n_gen =   3129, tg =   4.10 t/s, tg_3s =   5.22 t/s
43.57.467.401 I slot print_timing: id  0 | task 139 | n_gen =   3144, tg =   4.10 t/s, tg_3s =   4.89 t/s
44.00.524.045 I slot print_timing: id  0 | task 139 | n_gen =   3161, tg =   4.11 t/s, tg_3s =   5.56 t/s
44.03.588.229 I slot print_timing: id  0 | task 139 | n_gen =   3177, tg =   4.11 t/s, tg_3s =   5.22 t/s
44.06.736.218 I slot print_timing: id  0 | task 139 | n_gen =   3192, tg =   4.12 t/s, tg_3s =   4.76 t/s
44.09.740.242 I slot print_timing: id  0 | task 139 | n_gen =   3212, tg =   4.13 t/s, tg_3s =   6.66 t/s
44.13.001.607 I slot print_timing: id  0 | task 139 | n_gen =   3222, tg =   4.12 t/s, tg_3s =   3.07 t/s
44.16.036.521 I slot print_timing: id  0 | task 139 | n_gen =   3232, tg =   4.12 t/s, tg_3s =   3.29 t/s
44.19.295.732 I slot print_timing: id  0 | task 139 | n_gen =   3243, tg =   4.12 t/s, tg_3s =   3.38 t/s
44.22.529.354 I slot print_timing: id  0 | task 139 | n_gen =   3260, tg =   4.12 t/s, tg_3s =   5.26 t/s
44.25.676.290 I slot print_timing: id  0 | task 139 | n_gen =   3270, tg =   4.12 t/s, tg_3s =   3.18 t/s
44.28.917.652 I slot print_timing: id  0 | task 139 | n_gen =   3286, tg =   4.12 t/s, tg_3s =   4.94 t/s
44.32.246.297 I slot print_timing: id  0 | task 139 | n_gen =   3300, tg =   4.12 t/s, tg_3s =   4.21 t/s
44.35.363.479 I slot print_timing: id  0 | task 139 | n_gen =   3313, tg =   4.12 t/s, tg_3s =   4.17 t/s
44.38.675.476 I slot print_timing: id  0 | task 139 | n_gen =   3326, tg =   4.12 t/s, tg_3s =   3.93 t/s
44.41.867.096 I slot print_timing: id  0 | task 139 | n_gen =   3347, tg =   4.13 t/s, tg_3s =   6.58 t/s
44.44.959.243 I slot print_timing: id  0 | task 139 | n_gen =   3360, tg =   4.13 t/s, tg_3s =   4.20 t/s
44.48.107.501 I slot print_timing: id  0 | task 139 | n_gen =   3373, tg =   4.13 t/s, tg_3s =   4.13 t/s
44.51.111.811 I slot print_timing: id  0 | task 139 | n_gen =   3386, tg =   4.13 t/s, tg_3s =   4.33 t/s
44.54.259.327 I slot print_timing: id  0 | task 139 | n_gen =   3400, tg =   4.13 t/s, tg_3s =   4.45 t/s
44.57.598.225 I slot print_timing: id  0 | task 139 | n_gen =   3414, tg =   4.13 t/s, tg_3s =   4.19 t/s
45.00.741.497 I slot print_timing: id  0 | task 139 | n_gen =   3428, tg =   4.13 t/s, tg_3s =   4.45 t/s
45.04.058.177 I slot print_timing: id  0 | task 139 | n_gen =   3444, tg =   4.14 t/s, tg_3s =   4.82 t/s
45.07.061.692 I slot print_timing: id  0 | task 139 | n_gen =   3458, tg =   4.14 t/s, tg_3s =   4.66 t/s
45.10.132.762 I slot print_timing: id  0 | task 139 | n_gen =   3474, tg =   4.14 t/s, tg_3s =   5.21 t/s
45.13.147.239 I slot print_timing: id  0 | task 139 | n_gen =   3486, tg =   4.14 t/s, tg_3s =   3.98 t/s
45.16.391.679 I slot print_timing: id  0 | task 139 | n_gen =   3496, tg =   4.14 t/s, tg_3s =   3.08 t/s
45.19.679.593 I slot print_timing: id  0 | task 139 | n_gen =   3507, tg =   4.13 t/s, tg_3s =   3.35 t/s
45.22.842.427 I slot print_timing: id  0 | task 139 | n_gen =   3518, tg =   4.13 t/s, tg_3s =   3.48 t/s
45.26.073.469 I slot print_timing: id  0 | task 139 | n_gen =   3529, tg =   4.13 t/s, tg_3s =   3.40 t/s
45.29.340.254 I slot print_timing: id  0 | task 139 | n_gen =   3541, tg =   4.13 t/s, tg_3s =   3.67 t/s
45.32.369.832 I slot print_timing: id  0 | task 139 | n_gen =   3555, tg =   4.13 t/s, tg_3s =   4.62 t/s
45.35.534.708 I slot print_timing: id  0 | task 139 | n_gen =   3571, tg =   4.13 t/s, tg_3s =   5.06 t/s
45.38.638.210 I slot print_timing: id  0 | task 139 | n_gen =   3583, tg =   4.13 t/s, tg_3s =   3.87 t/s
45.41.882.502 I slot print_timing: id  0 | task 139 | n_gen =   3594, tg =   4.13 t/s, tg_3s =   3.39 t/s
45.45.163.687 I slot print_timing: id  0 | task 139 | n_gen =   3607, tg =   4.13 t/s, tg_3s =   3.96 t/s
45.48.203.814 I slot print_timing: id  0 | task 139 | n_gen =   3625, tg =   4.13 t/s, tg_3s =   5.92 t/s
45.51.384.954 I slot print_timing: id  0 | task 139 | n_gen =   3637, tg =   4.13 t/s, tg_3s =   3.77 t/s
45.54.599.092 I slot print_timing: id  0 | task 139 | n_gen =   3646, tg =   4.13 t/s, tg_3s =   2.80 t/s
45.57.657.916 I slot print_timing: id  0 | task 139 | n_gen =   3657, tg =   4.13 t/s, tg_3s =   3.60 t/s
46.00.928.847 I slot print_timing: id  0 | task 139 | n_gen =   3671, tg =   4.13 t/s, tg_3s =   4.28 t/s
46.04.128.324 I slot print_timing: id  0 | task 139 | n_gen =   3684, tg =   4.13 t/s, tg_3s =   4.06 t/s
46.07.296.258 I slot print_timing: id  0 | task 139 | n_gen =   3694, tg =   4.12 t/s, tg_3s =   3.16 t/s
46.10.355.882 I slot print_timing: id  0 | task 139 | n_gen =   3712, tg =   4.13 t/s, tg_3s =   5.88 t/s
46.13.413.691 I slot print_timing: id  0 | task 139 | n_gen =   3723, tg =   4.13 t/s, tg_3s =   3.60 t/s
46.16.584.398 I slot print_timing: id  0 | task 139 | n_gen =   3735, tg =   4.13 t/s, tg_3s =   3.78 t/s
46.19.728.358 I slot print_timing: id  0 | task 139 | n_gen =   3746, tg =   4.12 t/s, tg_3s =   3.50 t/s
46.23.044.136 I slot print_timing: id  0 | task 139 | n_gen =   3760, tg =   4.12 t/s, tg_3s =   4.22 t/s
46.26.130.951 I slot print_timing: id  0 | task 139 | n_gen =   3771, tg =   4.12 t/s, tg_3s =   3.56 t/s
46.29.229.231 I slot print_timing: id  0 | task 139 | n_gen =   3788, tg =   4.13 t/s, tg_3s =   5.49 t/s
46.32.457.233 I slot print_timing: id  0 | task 139 | n_gen =   3799, tg =   4.12 t/s, tg_3s =   3.41 t/s
46.35.510.426 I slot print_timing: id  0 | task 139 | n_gen =   3808, tg =   4.12 t/s, tg_3s =   2.95 t/s
46.38.771.802 I slot print_timing: id  0 | task 139 | n_gen =   3825, tg =   4.12 t/s, tg_3s =   5.21 t/s
46.41.863.951 I slot print_timing: id  0 | task 139 | n_gen =   3838, tg =   4.13 t/s, tg_3s =   4.20 t/s
46.45.051.226 I slot print_timing: id  0 | task 139 | n_gen =   3850, tg =   4.12 t/s, tg_3s =   3.76 t/s
46.48.087.361 I slot print_timing: id  0 | task 139 | n_gen =   3865, tg =   4.13 t/s, tg_3s =   4.94 t/s
46.51.136.363 I slot print_timing: id  0 | task 139 | n_gen =   3876, tg =   4.12 t/s, tg_3s =   3.61 t/s
46.54.200.533 I slot print_timing: id  0 | task 139 | n_gen =   3895, tg =   4.13 t/s, tg_3s =   6.20 t/s
46.57.531.340 I slot print_timing: id  0 | task 139 | n_gen =   3917, tg =   4.14 t/s, tg_3s =   6.61 t/s
47.00.770.595 I slot print_timing: id  0 | task 139 | n_gen =   3930, tg =   4.14 t/s, tg_3s =   4.01 t/s
47.03.891.160 I slot print_timing: id  0 | task 139 | n_gen =   3958, tg =   4.16 t/s, tg_3s =   8.97 t/s
47.06.951.678 I slot print_timing: id  0 | task 139 | n_gen =   3968, tg =   4.15 t/s, tg_3s =   3.27 t/s
47.10.057.990 I slot print_timing: id  0 | task 139 | n_gen =   3979, tg =   4.15 t/s, tg_3s =   3.54 t/s
47.13.135.884 I slot print_timing: id  0 | task 139 | n_gen =   3989, tg =   4.15 t/s, tg_3s =   3.25 t/s
47.16.375.951 I slot print_timing: id  0 | task 139 | n_gen =   4003, tg =   4.15 t/s, tg_3s =   4.32 t/s
47.19.447.940 I slot print_timing: id  0 | task 139 | n_gen =   4015, tg =   4.15 t/s, tg_3s =   3.91 t/s
47.22.460.426 I slot print_timing: id  0 | task 139 | n_gen =   4028, tg =   4.15 t/s, tg_3s =   4.32 t/s
47.25.498.863 I slot print_timing: id  0 | task 139 | n_gen =   4060, tg =   4.17 t/s, tg_3s =  10.53 t/s
47.28.779.536 I slot print_timing: id  0 | task 139 | n_gen =   4092, tg =   4.19 t/s, tg_3s =   9.75 t/s
47.31.838.091 I slot print_timing: id  0 | task 139 | n_gen =   4105, tg =   4.19 t/s, tg_3s =   4.25 t/s
47.35.152.308 I slot print_timing: id  0 | task 139 | n_gen =   4129, tg =   4.20 t/s, tg_3s =   7.24 t/s
47.38.198.327 I slot print_timing: id  0 | task 139 | n_gen =   4154, tg =   4.21 t/s, tg_3s =   8.21 t/s
47.41.304.397 I slot print_timing: id  0 | task 139 | n_gen =   4168, tg =   4.21 t/s, tg_3s =   4.51 t/s
47.44.687.309 I slot print_timing: id  0 | task 139 | n_gen =   4178, tg =   4.21 t/s, tg_3s =   2.96 t/s
47.47.785.720 I slot print_timing: id  0 | task 139 | n_gen =   4189, tg =   4.20 t/s, tg_3s =   3.55 t/s
47.50.892.362 I slot print_timing: id  0 | task 139 | n_gen =   4207, tg =   4.21 t/s, tg_3s =   5.79 t/s
47.53.971.000 I slot print_timing: id  0 | task 139 | n_gen =   4223, tg =   4.21 t/s, tg_3s =   5.20 t/s
47.57.012.261 I slot print_timing: id  0 | task 139 | n_gen =   4239, tg =   4.22 t/s, tg_3s =   5.26 t/s
48.00.064.357 I slot print_timing: id  0 | task 139 | n_gen =   4253, tg =   4.22 t/s, tg_3s =   4.59 t/s
48.03.142.746 I slot print_timing: id  0 | task 139 | n_gen =   4272, tg =   4.22 t/s, tg_3s =   6.17 t/s
48.06.432.209 I slot print_timing: id  0 | task 139 | n_gen =   4288, tg =   4.22 t/s, tg_3s =   4.86 t/s
48.09.595.788 I slot print_timing: id  0 | task 139 | n_gen =   4306, tg =   4.23 t/s, tg_3s =   5.69 t/s
48.12.673.278 I slot print_timing: id  0 | task 139 | n_gen =   4316, tg =   4.23 t/s, tg_3s =   3.25 t/s
48.15.749.081 I slot print_timing: id  0 | task 139 | n_gen =   4329, tg =   4.23 t/s, tg_3s =   4.23 t/s
48.18.755.391 I slot print_timing: id  0 | task 139 | n_gen =   4340, tg =   4.22 t/s, tg_3s =   3.66 t/s
48.21.786.820 I slot print_timing: id  0 | task 139 | n_gen =   4357, tg =   4.23 t/s, tg_3s =   5.61 t/s
48.24.801.432 I slot print_timing: id  0 | task 139 | n_gen =   4371, tg =   4.23 t/s, tg_3s =   4.64 t/s
48.27.845.572 I slot print_timing: id  0 | task 139 | n_gen =   4389, tg =   4.23 t/s, tg_3s =   5.91 t/s
48.30.850.917 I slot print_timing: id  0 | task 139 | n_gen =   4406, tg =   4.24 t/s, tg_3s =   5.66 t/s
48.33.996.794 I slot print_timing: id  0 | task 139 | n_gen =   4427, tg =   4.25 t/s, tg_3s =   6.68 t/s
48.37.143.935 I slot print_timing: id  0 | task 139 | n_gen =   4439, tg =   4.25 t/s, tg_3s =   3.81 t/s
48.40.307.616 I slot print_timing: id  0 | task 139 | n_gen =   4450, tg =   4.24 t/s, tg_3s =   3.48 t/s
48.43.345.575 I slot print_timing: id  0 | task 139 | n_gen =   4470, tg =   4.25 t/s, tg_3s =   6.58 t/s
48.46.497.736 I slot print_timing: id  0 | task 139 | n_gen =   4485, tg =   4.25 t/s, tg_3s =   4.76 t/s
48.49.738.315 I slot print_timing: id  0 | task 139 | n_gen =   4503, tg =   4.26 t/s, tg_3s =   5.55 t/s
48.52.779.973 I slot print_timing: id  0 | task 139 | n_gen =   4519, tg =   4.26 t/s, tg_3s =   5.26 t/s
48.55.944.002 I slot print_timing: id  0 | task 139 | n_gen =   4532, tg =   4.26 t/s, tg_3s =   4.11 t/s
48.59.109.820 I slot print_timing: id  0 | task 139 | n_gen =   4548, tg =   4.26 t/s, tg_3s =   5.05 t/s
49.02.267.850 I slot print_timing: id  0 | task 139 | n_gen =   4562, tg =   4.26 t/s, tg_3s =   4.43 t/s
49.05.531.601 I slot print_timing: id  0 | task 139 | n_gen =   4573, tg =   4.26 t/s, tg_3s =   3.37 t/s
49.08.643.811 I slot print_timing: id  0 | task 139 | n_gen =   4584, tg =   4.26 t/s, tg_3s =   3.53 t/s
49.11.826.686 I slot print_timing: id  0 | task 139 | n_gen =   4595, tg =   4.25 t/s, tg_3s =   3.46 t/s
49.14.892.466 I slot print_timing: id  0 | task 139 | n_gen =   4611, tg =   4.26 t/s, tg_3s =   5.22 t/s
49.18.117.264 I slot print_timing: id  0 | task 139 | n_gen =   4624, tg =   4.26 t/s, tg_3s =   4.03 t/s
49.21.384.697 I slot print_timing: id  0 | task 139 | n_gen =   4636, tg =   4.25 t/s, tg_3s =   3.67 t/s
