0.00.293.821 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.294.045 W srv  llama_server: -----------------
0.00.294.047 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.294.047 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.294.047 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.294.047 W srv  llama_server: -----------------
0.00.295.226 I srv  ctx_tier_ini: context tier 0: n_ctx = 122880, n_ubatch = 2048, n_cpu_moe = 24
0.00.295.227 I srv  ctx_tier_ini: context tier 1: n_ctx = 262144, n_ubatch = 2048, n_cpu_moe = 30
0.00.295.228 I srv  ctx_tier_ini: context tier 2: n_ctx = 512000, n_ubatch = 1024, n_cpu_moe = 32
0.00.295.258 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.566.946 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
2.54.831.839 I cmn          init: llama threadpool init, n_threads = 16
3.36.302.270 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 122880, kv_unified = 'false'
3.36.311.842 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
3.36.311.890 I srv  llama_server: model loaded
3.36.311.894 I srv  llama_server: listening on http://0.0.0.0:8080
3.36.311.895 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
3.36.311.895 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
3.45.648.446 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
25.00.735.015 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  75885, progress = 0.25, t = 372.47 s / 203.73 tokens per second
25.10.836.972 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  77933, progress = 0.25, t = 382.57 s / 203.71 tokens per second
25.20.951.696 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  79981, progress = 0.26, t = 392.69 s / 203.68 tokens per second
25.31.035.182 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  82029, progress = 0.27, t = 402.77 s / 203.66 tokens per second
25.41.220.105 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  84077, progress = 0.27, t = 412.96 s / 203.60 tokens per second
25.51.380.513 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  86125, progress = 0.28, t = 423.12 s / 203.55 tokens per second
26.01.809.455 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  88173, progress = 0.29, t = 433.54 s / 203.38 tokens per second
26.12.143.629 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  90221, progress = 0.29, t = 443.88 s / 203.26 tokens per second
26.22.647.143 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  92269, progress = 0.30, t = 454.38 s / 203.06 tokens per second
26.32.929.453 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  94317, progress = 0.31, t = 464.66 s / 202.98 tokens per second
26.43.354.073 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  96365, progress = 0.32, t = 475.09 s / 202.84 tokens per second
26.53.490.553 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens =  98413, progress = 0.32, t = 485.23 s / 202.82 tokens per second
27.03.807.462 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 100461, progress = 0.33, t = 495.54 s / 202.73 tokens per second
27.14.086.316 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 102509, progress = 0.34, t = 505.82 s / 202.66 tokens per second
27.24.287.283 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 104557, progress = 0.34, t = 516.02 s / 202.62 tokens per second
27.34.546.040 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 106605, progress = 0.35, t = 526.28 s / 202.56 tokens per second
27.44.738.227 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 108653, progress = 0.36, t = 536.47 s / 202.53 tokens per second
27.55.220.537 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 110701, progress = 0.36, t = 546.96 s / 202.39 tokens per second
28.05.703.428 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 112749, progress = 0.37, t = 557.44 s / 202.26 tokens per second
28.16.145.796 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 114797, progress = 0.38, t = 567.88 s / 202.15 tokens per second
28.26.482.586 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 116845, progress = 0.38, t = 578.22 s / 202.08 tokens per second
28.37.181.210 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 118893, progress = 0.39, t = 588.92 s / 201.88 tokens per second
28.47.862.266 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 120941, progress = 0.40, t = 599.60 s / 201.70 tokens per second
28.58.352.535 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 122989, progress = 0.40, t = 610.09 s / 201.59 tokens per second
29.09.006.617 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 125037, progress = 0.41, t = 620.74 s / 201.43 tokens per second
29.19.959.312 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 127085, progress = 0.42, t = 631.69 s / 201.18 tokens per second
29.30.816.929 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 129133, progress = 0.42, t = 642.55 s / 200.97 tokens per second
29.41.596.103 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 131181, progress = 0.43, t = 653.33 s / 200.79 tokens per second
29.52.447.370 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 133229, progress = 0.44, t = 664.18 s / 200.59 tokens per second
30.03.421.020 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 135277, progress = 0.44, t = 675.16 s / 200.36 tokens per second
30.14.024.488 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 137325, progress = 0.45, t = 685.76 s / 200.25 tokens per second
30.24.731.952 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 139373, progress = 0.46, t = 696.47 s / 200.11 tokens per second
30.35.392.670 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 141421, progress = 0.46, t = 707.13 s / 199.99 tokens per second
30.46.278.436 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 143469, progress = 0.47, t = 718.01 s / 199.81 tokens per second
30.56.934.053 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 145517, progress = 0.48, t = 728.67 s / 199.70 tokens per second
31.07.899.308 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 147565, progress = 0.48, t = 739.63 s / 199.51 tokens per second
31.18.836.435 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 149613, progress = 0.49, t = 750.57 s / 199.33 tokens per second
31.30.134.096 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 151661, progress = 0.50, t = 761.87 s / 199.06 tokens per second
31.41.252.036 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 153709, progress = 0.50, t = 772.99 s / 198.85 tokens per second
31.52.407.969 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 155757, progress = 0.51, t = 784.14 s / 198.63 tokens per second
32.03.344.559 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 157805, progress = 0.52, t = 795.08 s / 198.48 tokens per second
32.14.149.849 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 159853, progress = 0.52, t = 805.89 s / 198.36 tokens per second
32.24.900.631 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 161901, progress = 0.53, t = 816.64 s / 198.25 tokens per second
32.36.131.990 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 163949, progress = 0.54, t = 827.87 s / 198.04 tokens per second
32.47.372.059 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 165997, progress = 0.54, t = 839.11 s / 197.83 tokens per second
32.58.791.968 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 168045, progress = 0.55, t = 850.53 s / 197.58 tokens per second
33.10.164.952 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 170093, progress = 0.56, t = 861.90 s / 197.35 tokens per second
33.21.521.188 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 172141, progress = 0.56, t = 873.26 s / 197.13 tokens per second
33.32.963.633 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 174189, progress = 0.57, t = 884.70 s / 196.89 tokens per second
33.44.414.765 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 176237, progress = 0.58, t = 896.15 s / 196.66 tokens per second
33.58.274.843 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 178285, progress = 0.58, t = 910.01 s / 195.92 tokens per second
34.09.758.722 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 180333, progress = 0.59, t = 921.49 s / 195.70 tokens per second
34.21.536.761 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 182381, progress = 0.60, t = 933.27 s / 195.42 tokens per second
34.33.114.322 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 184429, progress = 0.60, t = 944.85 s / 195.19 tokens per second
34.44.575.218 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 186477, progress = 0.61, t = 956.31 s / 195.00 tokens per second
34.55.929.668 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 188525, progress = 0.62, t = 967.67 s / 194.82 tokens per second
35.08.588.939 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 190573, progress = 0.62, t = 980.32 s / 194.40 tokens per second
35.22.099.077 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 192621, progress = 0.63, t = 993.83 s / 193.82 tokens per second
35.39.717.926 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 194669, progress = 0.64, t = 1011.45 s / 192.46 tokens per second
35.51.428.612 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 196717, progress = 0.64, t = 1023.16 s / 192.26 tokens per second
36.04.010.172 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 198765, progress = 0.65, t = 1035.75 s / 191.91 tokens per second
36.16.598.217 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 200813, progress = 0.66, t = 1048.33 s / 191.55 tokens per second
36.29.438.156 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 202861, progress = 0.66, t = 1061.17 s / 191.17 tokens per second
36.41.592.168 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 204909, progress = 0.67, t = 1073.33 s / 190.91 tokens per second
36.54.306.602 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 206957, progress = 0.68, t = 1086.04 s / 190.56 tokens per second
37.06.474.503 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 209005, progress = 0.68, t = 1098.21 s / 190.31 tokens per second
37.19.293.245 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 211053, progress = 0.69, t = 1111.03 s / 189.96 tokens per second
37.31.626.934 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 213101, progress = 0.70, t = 1123.36 s / 189.70 tokens per second
37.44.351.861 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 215149, progress = 0.70, t = 1136.09 s / 189.38 tokens per second
37.56.521.434 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 217197, progress = 0.71, t = 1148.26 s / 189.15 tokens per second
38.08.727.854 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 219245, progress = 0.72, t = 1160.46 s / 188.93 tokens per second
38.20.943.411 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 221293, progress = 0.72, t = 1172.68 s / 188.71 tokens per second
38.33.096.780 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 223341, progress = 0.73, t = 1184.83 s / 188.50 tokens per second
38.45.395.531 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 225389, progress = 0.74, t = 1197.13 s / 188.27 tokens per second
38.57.596.533 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 227437, progress = 0.74, t = 1209.33 s / 188.07 tokens per second
39.10.165.857 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 229485, progress = 0.75, t = 1221.90 s / 187.81 tokens per second
39.23.139.539 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 231533, progress = 0.76, t = 1234.88 s / 187.50 tokens per second
39.35.681.744 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 233581, progress = 0.76, t = 1247.42 s / 187.25 tokens per second
39.48.195.715 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 235629, progress = 0.77, t = 1259.93 s / 187.02 tokens per second
40.00.644.898 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 237677, progress = 0.78, t = 1272.38 s / 186.80 tokens per second
40.13.055.741 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 239725, progress = 0.78, t = 1284.79 s / 186.59 tokens per second
40.25.659.947 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 241773, progress = 0.79, t = 1297.40 s / 186.35 tokens per second
40.38.262.559 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 243821, progress = 0.80, t = 1310.00 s / 186.12 tokens per second
40.51.704.313 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 245869, progress = 0.80, t = 1323.44 s / 185.78 tokens per second
41.04.423.603 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 247917, progress = 0.81, t = 1336.16 s / 185.54 tokens per second
41.17.239.306 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 249965, progress = 0.82, t = 1348.97 s / 185.30 tokens per second
41.29.758.334 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 252013, progress = 0.82, t = 1361.49 s / 185.10 tokens per second
41.42.384.595 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 254061, progress = 0.83, t = 1374.12 s / 184.89 tokens per second
41.55.009.650 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 256109, progress = 0.84, t = 1386.75 s / 184.68 tokens per second
42.07.580.701 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 258157, progress = 0.84, t = 1399.32 s / 184.49 tokens per second
42.20.417.212 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 260205, progress = 0.85, t = 1412.15 s / 184.26 tokens per second
42.34.192.640 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 262253, progress = 0.86, t = 1425.93 s / 183.92 tokens per second
42.46.760.211 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 264301, progress = 0.86, t = 1438.50 s / 183.73 tokens per second
42.59.599.161 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 266349, progress = 0.87, t = 1451.33 s / 183.52 tokens per second
43.12.530.100 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 268397, progress = 0.88, t = 1464.27 s / 183.30 tokens per second
43.25.323.313 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 270445, progress = 0.88, t = 1477.06 s / 183.10 tokens per second
43.38.424.709 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 272493, progress = 0.89, t = 1490.16 s / 182.86 tokens per second
43.51.414.440 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 274541, progress = 0.90, t = 1503.15 s / 182.64 tokens per second
44.04.502.737 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 276589, progress = 0.90, t = 1516.24 s / 182.42 tokens per second
44.18.347.019 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 278637, progress = 0.91, t = 1530.08 s / 182.11 tokens per second
44.31.436.996 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 280685, progress = 0.92, t = 1543.17 s / 181.89 tokens per second
44.44.419.646 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 282733, progress = 0.92, t = 1556.16 s / 181.69 tokens per second
44.57.368.018 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 284781, progress = 0.93, t = 1569.10 s / 181.49 tokens per second
45.10.648.390 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 286829, progress = 0.94, t = 1582.38 s / 181.26 tokens per second
45.23.811.839 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 288877, progress = 0.94, t = 1595.55 s / 181.05 tokens per second
45.37.028.259 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 290925, progress = 0.95, t = 1608.76 s / 180.84 tokens per second
45.50.226.695 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 292973, progress = 0.96, t = 1621.96 s / 180.63 tokens per second
46.03.752.204 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 295021, progress = 0.96, t = 1635.49 s / 180.39 tokens per second
46.17.216.876 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 297069, progress = 0.97, t = 1648.95 s / 180.16 tokens per second
46.30.443.347 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 299117, progress = 0.98, t = 1662.18 s / 179.95 tokens per second
46.43.546.363 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 301165, progress = 0.98, t = 1675.28 s / 179.77 tokens per second
46.56.571.056 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 303213, progress = 0.99, t = 1688.31 s / 179.60 tokens per second
47.02.148.295 I slot print_timing: id  0 | task 538 | prompt processing, n_tokens = 303843, progress = 0.99, t = 1693.88 s / 179.38 tokens per second
47.10.650.286 W srv          stop: cancel task, id_task = 538
47.24.614.382 I slot      release: id  0 | task 538 | stop processing: n_tokens = 305887, truncated = 0
47.56.350.142 I srv  ctx_tier_upd: context tier 2 is deeper than this request needs (0), shallow requests in a row: 1/100
47.56.350.151 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.738 (> 0.100 thold), f_keep = 0.000
47.57.228.308 I slot launch_slot_: id  0 | task 693 | processing task, is_child = 0
48.01.638.835 I slot print_timing: id  0 | task 693 | prompt eval time =    1912.10 ms /    19 tokens (  100.64 ms per token,     9.94 tokens per second)
48.01.638.839 I slot print_timing: id  0 | task 693 |        eval time =    2498.39 ms /    16 tokens (  166.56 ms per token,     6.00 tokens per second)
48.01.638.840 I slot print_timing: id  0 | task 693 |       total time =    4410.50 ms /    35 tokens
48.01.638.841 I slot print_timing: id  0 | task 693 |    graphs reused =         15
48.01.638.868 I slot      release: id  0 | task 693 | stop processing: n_tokens = 76, truncated = 0
